movie_name,genre,rating
Leningrad Cowboys Go America,Comedy|Musical,5
The Gang That Sold America,Action|Comedy,3
In My Sleep,Drama|Mystery|Thriller,8
"Hunters, The (Jägarna)",Crime|Thriller,8
Gate of Hell (Jigokumon),Drama|Romance,3
Broken Blossoms or The Yellow Man and the Girl,Drama|Romance,5
Valentine Road,Documentary,2
"French Lieutenant's Woman, The",Drama,8
Doppelganger (Dopperugengâ),Comedy|Thriller,1
GLOW: The Story of the Gorgeous Ladies of Wrestling,Documentary,10
"Firemen's Ball, The (Horí, má panenko)",Comedy|Drama,3
Happy Accidents,Romance|Sci-Fi,10
Aaja Nachle,Comedy|Musical|Romance,4
"Hound of the Baskervilles, The",Crime|Mystery|Thriller,8
Scenes from the Class Struggle in Beverly Hills,Comedy,2
Beautiful Creatures,Comedy|Crime|Drama|Thriller,1
Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin),Action|Adventure|Animation,4
Desk Set,Comedy|Romance,2
Dark Tide,Adventure|Drama|Thriller,5
"English Patient, The",Drama|Romance|War,9
"Blueprint for Murder, A",Film-Noir|Mystery|Thriller,2
"Man Who Saves the World, The (Dünyayi Kurtaran Adam)",Adventure|Sci-Fi,6
Zozo,Drama,9
Maze,Romance,9
Hush,Horror|Thriller,10
Another Thin Man,Comedy|Crime|Drama|Mystery|Romance,4
The Man in Possession,Comedy,10
Lola,Drama,2
Some Folks Call It a Sling Blade,Drama|Thriller,8
"Son of No One, The",Action|Crime|Thriller,7
"Tomorrow, When the War Began",Action|Adventure|Drama,5
Andrei Rublev (Andrey Rublyov),Drama|War,3
Die Hard 2,Action|Adventure|Thriller,4
"Outfit, The",Crime|Drama|Thriller,8
Brown of Harvard,Drama|Romance,7
"Gnome-Mobile, The",Adventure|Children|Fantasy|Musical,4
Home of the Brave,Documentary,10
Cane Toads: The Conquest,Documentary,7
Kenji Mizoguchi: The Life of a Film Director (Aru eiga-kantoku no shogai),Documentary,9
Neo Ned,Drama|Romance,4
Russell Peters: The Green Card Tour - Live from the O2 Arena,Comedy|Documentary,1
Pretty Poison,Comedy|Crime|Romance|Thriller,5
Casper,Adventure|Children,9
Background to Danger,Drama|Thriller|War,6
Kill Me Please,Comedy,1
Wuthering Heights,Drama,8
"Mugger, The (El asaltante)",Drama,1
Tom Horn,Western,3
Behind the Mask: The Rise of Leslie Vernon,Comedy|Horror|Thriller,1
I'm Starting From Three (Ricomincio da Tre),Comedy,7
Blow-Out (La grande bouffe),Drama,4
Scary Movie 3,Comedy|Horror,2
Prinsessa Ruusunen,Children|Fantasy|Romance,5
I Accuse!,Drama,2
Hellbound?,Documentary,10
Morphia (Morfiy),Drama,5
War of the Dead - Stone's War ,Action|Adventure|Horror|Sci-Fi|Thriller|War,9
That Day (Ce jour-là),Comedy|Crime|Drama|Mystery,2
Havoc,Crime|Drama|Romance,8
Magical Mystery Tour,Comedy|Musical,9
Big Trouble,Comedy,6
"Pilgrim, The",Comedy,7
"Cranes Are Flying, The (Letyat zhuravli)",Drama|Romance|War,10
Take a Girl Like You,Comedy|Drama|Romance,4
"Bigamist, The",Drama,2
Tyler Perry's Madea's Witness Protection,Comedy,10
10.000 Km (Long Distance),Drama|Romance,10
Ride Along,Action|Comedy,9
Thousands Cheer,Comedy|Drama|Musical,4
Belle,Drama,10
"Gnome-Mobile, The",Adventure|Children|Fantasy|Musical,4
"Marshal of Finland, The (Suomen Marsalkka)",Drama|Romance,1
Farewell (L'affaire Farewell),Thriller,9
Curtis's Charm,Comedy|Drama,7
Someone Like Him (Einer wie Bruno),Comedy|Drama,2
Villa Amalia,Drama|Romance,9
"Triplets of Belleville, The (Les triplettes de Belleville)",Animation|Comedy|Fantasy,5
"Thing with Two Heads, The",Comedy|Horror|Sci-Fi,10
Two if by Sea,Comedy|Romance,8
"Oh, Sun (Soleil O)",Drama,7
The Red Inn,Comedy|Crime,5
Clear History,Comedy,6
This Movie Is Broken,Drama|Romance,1
Man About Town,Comedy|Drama,10
Reykjavik Whale Watching Massacre,Comedy|Horror,6
Paul Blart: Mall Cop,Action|Comedy|Crime,2
Guest from the Future (Gostya iz buduschego),Adventure|Drama|Sci-Fi,4
Magic Mike,Drama|Romance,7
My Girl,Comedy|Drama|Romance,2
"Big Red One, The",Action|Adventure|Drama|War,8
"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le)",Drama,10
Bloody Angels (1732 Høtten: Marerittet har et postnummer),Thriller,3
"Love Guru, The",Comedy,1
Truth in 24,Documentary,1
"Purple Rose of Cairo, The",Comedy|Drama|Fantasy|Romance,3
Doomsday,Action|Drama|Sci-Fi|Thriller,3
Asylum,Horror,3
Armored,Action|Drama|Thriller,7
Ice Bound,Drama,10
Living Death,Drama|Horror|Thriller,1
Kissing Jessica Stein,Comedy|Romance,9
"Late Great Planet Earth, The",Documentary|Drama,6
August: Osage County,Comedy|Drama,8
For Love of Ivy,Comedy|Drama|Romance,1
Viva Villa!,Western,5
"Watermelon Woman, The",Documentary|Drama,7
Ghosts of Mars,Horror|Sci-Fi|Thriller,7
A Thousand Times Goodnight,Drama,9
"Ant Bully, The",Adventure|Animation|Children|Comedy|Fantasy|IMAX,1
Raw Deal,Action,2
Iraq for Sale: The War Profiteers,Documentary,10
"Silence, The (Das letzte Schweigen)",Crime|Drama|Thriller,2
Mindwarp,Horror|Sci-Fi|Thriller,1
Milarepa,Action|Adventure|Drama,1
Hood of the Living Dead,Horror,10
Pohjanmaa,Drama,3
Laaga Chunari Mein Daag: Journey of a Woman,Drama,8
The Hunchback of Paris,Action|Adventure,6
"Return of Dracula, The",Horror,1
Babylon 5: Thirdspace,Drama|Sci-Fi,9
Oh! What a Lovely War,Musical|War,6
"King of Kong, The",Documentary,8
"Substance: Albert Hofmann's LSD, The",Documentary,10
Frozen City (Valkoinen kaupunki) ,Drama,1
Toy Story,Adventure|Animation|Children|Comedy|Fantasy,2
"Crazies, The",Action|Drama|Horror|Sci-Fi|Thriller,5
Santa's Pocket Watch,(no genres listed),7
Horror Planet (a.k.a. Inseminoid),Action|Drama|Horror|Sci-Fi,1
"Portrait of a Lady, The",Drama,9
Dr Money and the Boy with No Penis,Documentary,3
Hollow Reed,Drama,9
PCU,Comedy,1
Prom Night,Horror,3
Prince of the City,Drama,1
"New One-Armed Swordsman, The (Xin du bi dao)",Action|Drama|War,1
Herbie Rides Again,Adventure|Children|Comedy,6
Ice Age 4: Continental Drift,Adventure|Animation|Comedy,1
Hangman's Knot,Western,4
10,Comedy|Romance,6
"Hunting Party, The",Action|Drama|Western,6
Against the Dark,Action|Horror,2
"I Love You, I Love You (Je t'aime je t'aime)",Drama|Sci-Fi,1
Chinese Odyssey 2002 (Tian xia wu shuang),Action|Comedy|Romance,4
Mr. Deeds Goes to Town,Comedy|Romance,8
End of the Line,Horror|Thriller,7
"Secret Life of Girls, The",Comedy,4
"3 Rooms of Melancholia, The (Melancholian 3 huonetta)",Documentary,10
"Anniversary, The",Comedy|Drama|Horror|Thriller,4
"Family Man, The",Comedy|Drama|Romance,1
"Hills Run Red, The",Horror,4
Stir of Echoes,Horror|Mystery|Thriller,8
To Cross the Rubicon,Drama,9
Prefontaine,Drama,10
Stash House,Thriller,10
Chris Rock: Bigger & Blacker,Comedy,9
"Rumble in Hong Kong (Nu jing cha) (Heroine, The)",Action|Crime,5
"Oh, Susanna!",Romance|Western,4
Baby Doll,Drama,2
Against The Sun,Adventure,6
"Window, The",Drama|Film-Noir|Thriller,6
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),Action,9
"I, Madman",Horror,1
To Be or Not to Be,Comedy|Romance|War,9
The Sea Vultures,Drama,2
Who's Your Daddy?,Comedy,6
For the Love of Benji,Adventure|Children|Comedy|Drama,6
Cowspiracy: The Sustainability Secret,Adventure|Comedy|Documentary|Mystery,10
"Letzte schöne Herbsttag, Der",Comedy|Drama|Romance,2
If I Stay,Drama,3
Numbskull Emptybrook in the Army (Uuno Turhapuro armeijan leivissä),Comedy,4
D.O.A.,Documentary,9
Shadow Man,Action,10
Crime and Punishment in Suburbia,Comedy|Drama,7
"Little Soldier, The (Petit soldat, Le)",Drama|War,3
Any Which Way You Can,Comedy,1
Once Bitten,Comedy|Horror,3
The Case of the Lucky Legs,Comedy|Crime|Mystery,8
The Man Who Played God,Drama|Romance,1
Ninette,Comedy,5
Today's Special,Comedy,7
"Birders: The Central Park Effect (Central Park Effect, The)",Documentary,9
Different from the Others (Anders als die Andern),Drama,6
Gilles' Wife (La femme de Gilles),Drama,9
Sunshine Cleaning,Comedy|Drama,9
Whatever Happened to Aunt Alice?,Crime|Thriller,1
Service (Serbis),Drama,2
"I Love You, I Love You Not",Drama|Romance,9
Once Upon a Time (Der var engang),Romance,7
"String, The (Le fil)",Drama,4
Isn't She Great?,Comedy,3
Whiteout,Action|Crime|Drama|Mystery|Thriller,6
Don't Say a Word,Thriller,10
Dreams That Money Can Buy,Fantasy,7
Bhaag Milka Bhaag,Drama,8
Goon,Comedy|Drama,7
Turtle Diary,Comedy|Drama|Romance,2
"Road Warrior, The (Mad Max 2)",Action|Adventure|Sci-Fi,1
Think Like a Man,Comedy,9
Beautiful Boy,Drama,7
Tony Manero,Crime|Drama,2
"Emperor Waltz, The",Comedy|Musical|Romance,6
"Breed, The",Horror|Thriller,9
Trash,Drama,7
Giger's Necronomicon,Documentary,1
Purple Noon (Plein soleil),Crime|Drama|Thriller,10
Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),Action|Adventure|Animation,9
"Drop, The",Crime|Drama|Thriller,9
Till Human Voices Wake Us,Drama|Romance,6
Over the Brooklyn Bridge,Comedy,4
New York Stories,Comedy|Drama,8
Losing Isaiah,Drama,3
"Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller,10
Flying Home,Romance,7
Tea and Sympathy,Drama|Romance,2
"Girl with the Dragon Tattoo, The",Drama|Thriller,3
Je suis né d'une cigogne,Comedy|Fantasy,10
"Sierra, La",Documentary,1
Tune in Tomorrow...,Comedy|Romance,8
George Washington,Drama,1
"Weekend It Lives, The (Ax 'Em)",Horror,10
Arnold,Comedy|Horror,3
Female Vampire (Les avaleuses) (Erotic Kill),Horror,8
Freejack,Action|Sci-Fi,10
9500 Liberty,Documentary,4
"Nameless, The (Los sin nombre)",Drama|Horror|Mystery,4
Red Garters,Comedy|Musical|Western,2
4 for Texas,Comedy|Western,5
"Good Night, The",Comedy|Drama|Fantasy|Musical|Romance,8
Bullet to the Head,Action|Crime|Film-Noir,7
The Horribly Slow Murderer with the Extremely Inefficient Weapon,Comedy|Horror,4
Jack Brooks: Monster Slayer,Action|Comedy|Horror,1
Drevo,Drama,2
Sublime,Horror|Thriller,4
Speed & Angels,Documentary|Drama,9
From Morn to Midnight (Von morgens bis Mitternacht),Crime|Drama,3
Gladiator,Action|Adventure|Drama,1
Notting Hill,Comedy|Romance,4
"Unlikely Weapon, An",Documentary,6
1990: The Bronx Warriors (1990: I guerrieri del Bronx),Action|Sci-Fi,7
"Flock, The",Crime|Drama|Mystery|Thriller,6
"Miser, The (L'avare)",Comedy,4
Zombie Honeymoon,Drama|Horror|Romance,2
Just Around the Corner,Comedy|Musical,9
From Within,Horror|Thriller,7
Incantato (Il cuore altrove),Comedy|Drama|Romance,5
Calendar Girls,Comedy,5
Retrogade,Action|Adventure|Sci-Fi,7
Conquest,Action|Adventure|Fantasy,7
The Green Years,Drama,4
San Antonio,Western,9
Exists,Horror,4
"Shooter, The",Western,1
"That Night in Varennes (Nuit de Varennes, La)",Drama,5
Lancelot of the Lake (Lancelot du Lac),Drama|War,3
"Men, Women & Children",Comedy|Drama,2
"Diamond Arm, The (Brilliantovaya ruka)",Action|Adventure|Comedy|Crime|Thriller,8
Running on Empty,Drama,10
Restless,Drama,2
Nightmare Alley,Drama|Film-Noir,9
"Haunted Mansion, The",Children|Comedy|Fantasy|Horror,1
"Unfaithful Wife, The (Femme infidèle, La)",Drama|Thriller,9
"Snows of Kilimanjaro, The",Adventure,1
"Olsen Gang on the Track, The (Olsen-banden på sporet)",Comedy|Crime,9
Children of the Living Dead,Horror|Thriller,1
Vacancy,Horror|Thriller,1
Heartlands,Comedy|Drama,1
Taking Lives,Crime|Drama|Thriller,4
William Vincent (Shadows and Lies),Drama,2
1911 (Xinhai geming),Action|Adventure|Drama|War,6
Burlesque,Drama|Musical|Romance,1
"Dinner Guest, The (L'invité)",Comedy,8
Shine,Drama|Romance,2
"No God, No Master",Crime|Drama|Thriller,6
"Magus, The",Drama|Fantasy|Mystery,5
Todos eran culpables,Drama,4
Vieraalla maalla,Comedy|Romance,4
They Live by Night,Crime|Film-Noir|Romance,6
Jack and the Cuckoo-Clock Heart (Jack et la mécanique du coeur),Adventure|Animation|Drama|Fantasy|Musical|Romance,6
Reality Bites,Comedy|Drama|Romance,2
Bloodfist,Action,1
"Marrying Kind, The",Comedy|Drama,10
How About You...,Comedy|Drama,6
Monsoon Wedding,Comedy|Romance,5
Gypsy 83,Drama,1
"Darjeeling Limited, The",Adventure|Comedy|Drama,3
Youth in Revolt,Comedy|Drama|Romance,3
7 Days (Les 7 jours du talion),Thriller,6
Santa's Apprentice,Animation|Children,9
We Don't Live Here Anymore,Drama,4
"Dawn Rider, The",Western,3
In Old Chicago,Action|Drama|Musical|War,7
Fuel,Documentary,5
Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe ,Documentary,3
Night Tide,Drama,5
"Dark Hours, The",Horror|Thriller,8
"Wonderful World of the Brothers Grimm, The",Adventure|Animation|Children|Comedy|Drama|Fantasy|Musical|Romance,8
"Last Bolshevik, The (Tombeau d'Alexandre, Le)",Documentary,9
"Spirit of St. Louis, The",Adventure|Drama,9
They Won't Believe Me,Drama|Film-Noir,9
D.E.B.S.,Action|Comedy,6
"Earth Dies Screaming, The",Horror|Sci-Fi,10
"Red and the White, The (Csillagosok, katonák)",Drama|War,7
"Hell of a Day, A (Reines d'un jour)",Comedy|Drama,6
Once Upon a Time in the Midlands,Drama,2
Nashville,Drama|Musical,7
I Am Divine,Documentary,1
"Syrian Bride, The",Drama,6
Wedding Trough (Vase de noces),Horror|Romance,6
"Inbetweeners Movie, The",Adventure|Comedy,8
"Concorde: Airport '79, The",Drama,3
Muck,Horror,9
"Wise Guys, The (Les grandes gueules)",Comedy|Drama,2
X-Men,Action|Adventure|Sci-Fi,4
All About Lily Chou-Chou (Riri Shushu no subete),Crime|Drama|Thriller,10
"Second Woman, The",Drama|Film-Noir|Mystery,10
Tarantella,Drama,6
Saint Ange (House of Voices),Drama|Fantasy|Horror|Mystery,10
Quackser Fortune Has a Cousin in the Bronx,Comedy|Drama|Romance,8
Viva Las Vegas,Comedy|Musical|Romance,7
For Those in Peril,Drama,8
"Deeper Shade of Blue, A",Documentary,5
Manslaughter,Drama,8
Gray's Anatomy,Comedy|Drama,3
LOL,Comedy|Drama,6
Dark Touch,Horror,4
À nos amours,Drama|Romance,6
Humanoids from the Deep,Horror|Sci-Fi,9
Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi,8
Sound of Noise,Comedy|Crime|Musical,10
"Man Who Captured Eichmann, The",Drama|War,1
"Expert, The",Action,4
Quick Change,Comedy|Crime,3
Cold Prey III (Fritt Vilt III),Horror,10
Creature Comforts,Animation|Comedy,7
Tell Them Anything You Want: A Portrait of Maurice Sendak,Documentary,3
"Dexter the Dragon & Bumble the Bear (a.k.a. Dragon That Wasn't (Or Was He?), The) (Als je begrijpt wat ik bedoel)",Animation|Children|Fantasy,4
Australian Atomic Confessions,Documentary,6
The Clinic,Horror|Thriller,2
"Baby of Mâcon, The (a.k.a. The Baby of Macon)",Drama,2
Head Office,Comedy,8
"Near East, The (El Proximo Oriente)",Comedy|Drama|Romance,4
"Little Thief, The (Le petit voleur)",Drama,1
Princess (Prinsessa),Drama,3
Please Give,Comedy|Drama,5
Bending the Rules,Action|Drama,6
Wu yen,Comedy|Fantasy,10
Our Nixon,Documentary,2
Reunion,Drama,2
"Century of the Self, The",Documentary,10
Mission London,Comedy,7
Woo,Comedy|Romance,1
Farinelli: il castrato,Drama|Musical,9
Beaches,Comedy|Drama|Musical,8
Frenchmen (Le coeur des hommes),Comedy|Romance,5
Money for Nothing,Comedy|Crime,5
On the Other Side of the Tracks (De l'autre côté du périph),Action|Comedy|Crime,2
Twenty-Four Eyes (Nijûshi no hitomi),Drama,5
"Mysterians, The (Chikyu Boeigun)",Sci-Fi,4
Experimenter,Drama,8
29th Street,Comedy,7
Babylon 5: Thirdspace,Drama|Sci-Fi,7
Billy's Hollywood Screen Kiss,Comedy|Romance,8
Lymelife,Comedy|Drama,5
Richard Pryor: Live in Concert,Comedy|Documentary,4
Greenwich Village: Music That Defined a Generation ,Documentary,6
Tokyo Chorus (Tôkyô no kôrasu),Comedy|Drama,9
Kung Fu Hustle (Gong fu),Action|Comedy,3
Asfalto,Drama,6
God Is Brazilian (Deus É Brasileiro),Adventure|Comedy|Fantasy,8
Bo Burnham: what.,Comedy,8
"Motel Life, The",Drama|Mystery|Thriller,10
Steamboat Round the Bend,Comedy|Drama,4
Bad Girls,Western,1
"Violin, El",Drama,9
Alien Space Avenger,Comedy|Horror|Sci-Fi,8
Daddy Long Legs,Musical|Romance,3
Strange Invaders,Animation|Comedy,7
Shatter Dead,Horror,9
Aziz Ansari: Dangerously Delicious,Comedy,3
Aurora,Drama,6
Black Dragons,Mystery|Thriller|War,3
"Station Agent, The",Comedy|Drama,4
Come Undone (Cosa voglio di più),Drama,1
